region,code,reg_pcn,ctryname,year,surveyid_year,timewp,fieldwork,survname,link,altname,survey_time,wbint_link,wbext_link,alt_link,pip_meta,surv_title,surv_producer,survey_coverage,datatype,use_imputed,use_microdata,use_bin,use_groupdata,rep_year,comparability,comp_note,preferable,display_cp,fieldwork_range,ref_year,newref,ref_year_des,wf_baseprice,wf_baseprice_note,wf_baseprice_des,wf_spatial_des,wf_spatial_var,cpi_replication,cpi_domain,cpi_domain_var,wf_currency_des,ppp_replication,ppp_domain,ppp_domain_var,wf_add_temp_des,wf_add_temp_var,wf_add_spatial_des,wf_add_spatial_var,tosplit,tosplit_var,inpovcal,oth_welfare1_type,oth_welfare1_var,gdp_domain,pce_domain,pop_domain,Note
ECA,HUN,ECA,Hungary,1987,1987,,,HBS,HUN_1987_HBS,,1987,,,,1,Household Budget Survey,Hungarian Central Statistical Office,N,I,0,0,0,1,1987,0,,,0,,1987,,0,1987,,-9,-9,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,1989,1989,,,HBS,HUN_1989_HBS,,1989,,,,1,Household Budget Survey,Hungarian Central Statistical Office,N,I,0,0,0,1,1989,0,,,0,,1989,,0,1989,,-9,-9,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,1991,1991,,,HHP-LIS,HUN_1991_HHP-LIS,,1991,,,,0,Hungarian Household Panel,Tárki Social Research Centre,N,I,0,0,1,0,1991,1,,,0,,1991,,0,1991,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,HUN,ECA,Hungary,1994,1994,,,HHP-LIS,HUN_1994_HHP-LIS,,1994,,,,0,Hungarian Household Panel,Tárki Social Research Centre,N,I,0,0,1,0,1994,1,,,0,,1994,,0,1994,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,HUN,ECA,Hungary,1993,1993,,,HBS,HUN_1993_HBS,,1993,,,,1,Household Budget Survey,Tárki Social Research Centre,N,I,0,0,0,1,1993,0,,,0,,1993,,0,1993,,-9,-9,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,1999,1999,,,THMS-LIS,HUN_1999_THMS-LIS,,1999,,,,0,Tárki Household Monitor Survey,Tárki Social Research Centre,N,I,0,0,1,0,1999,2,,,0,,1999,,0,1999,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,HUN,ECA,Hungary,1998,1998,,,HBS,HUN_1998_HBS,,1998,6930,,,1,Household Budget Survey 1998,Hungarian Central Statistical Office,N,c,0,1,0,0,1998,3,,,0,,1998,,0,1998,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,1999,1999,,,HBS,HUN_1999_HBS,,1999,7334,,,1,Household Budget Survey 1999,Hungarian Central Statistical Office,N,c,0,1,0,0,1999,3,,,0,,1999,,0,1999,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2000,2000,,,HBS,HUN_2000_HBS,,2000,6931,,,1,Household Budget Survey 2000,Hungarian Central Statistical Office,N,c,0,1,0,0,2000,3,,,0,,2000,,0,2000,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2001,2001,,,HBS,HUN_2001_HBS,,2001,6734,,,1,Household Budget Survey 2001,Hungarian Central Statistical Office,N,c,0,1,0,0,2001,3,,,0,,2001,,0,2001,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2002,2002,,,HBS,HUN_2002_HBS,,2002,6932,,,1,Household Budget Survey 2002,Hungarian Central Statistical Office,N,c,0,1,0,0,2002,3,,,0,,2002,,0,2002,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2003,2003,,,HBS,HUN_2003_HBS,,2003,6933,,,1,Household Budget Survey 2003,Hungarian Central Statistical Office,N,c,0,1,0,0,2003,3,,,0,,2003,,0,2003,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2004,2004,,,HBS,HUN_2004_HBS,,2004,6935,,,1,Household Budget Survey 2004,Hungarian Central Statistical Office,N,c,0,1,0,0,2004,3,,,0,,2004,,0,2004,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2005,2005,,,EU-SILC,HUN_2005_EU-SILC,,2005,6299,,,0,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2004,4,,4i,1,,2004,,0,2004,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2005,2005,,,HBS,HUN_2005_HBS,,2005,6936,,,1,Household Budget Survey 2005,Hungarian Central Statistical Office,N,c,0,1,0,0,2005,3,,,0,,2005,,0,2005,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2006,2006,,,EU-SILC,HUN_2006_EU-SILC,,2006,6300,,,0,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2005,4,,4i,1,,2005,,0,2005,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2006,2006,,,HBS,HUN_2006_HBS,,2006,6937,,,1,Household Budget Survey 2006,Hungarian Central Statistical Office,N,c,0,1,0,0,2006,3,,,0,,2006,,0,2006,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2007,2007,,,EU-SILC,HUN_2007_EU-SILC,,2007,6301,,,0,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2006,4,,4i,1,,2006,,0,2006,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2007,2007,,,HBS,HUN_2007_HBS,,2007,6938,,,1,Household Budget Survey 2007,Hungarian Central Statistical Office,N,c,0,1,0,0,2007,3,,,0,,2007,,0,2007,,-8,-6,rdef,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2008,2008,,,EU-SILC,HUN_2008_EU-SILC,,2008,6302,,,1,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2007,4,,4i,1,,2007,,0,2007,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2009,2009,,,EU-SILC,HUN_2009_EU-SILC,,2009,6303,,,1,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2008,4,,4i,1,,2008,,0,2008,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2010,2010,,,EU-SILC,HUN_2010_EU-SILC,,2010,6304,,,1,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2009,4,,4i,1,,2009,,0,2009,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2011,2011,,,EU-SILC,HUN_2011_EU-SILC,,2011,6305,,,1,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2010,4,,4i,1,,2010,,0,2010,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2012,2012,,,EU-SILC,HUN_2012_EU-SILC,,2012,6306,,,1,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2011,4,,4i,1,,2011,,0,2011,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2013,2013,,,EU-SILC,HUN_2013_EU-SILC,,2013,8364,,,1,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2012,4,,4i,1,,2012,,0,2012,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2014,2014,,,EU-SILC,HUN_2014_EU-SILC,,2014,,,,1,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2013,4,,4i,1,,2013,,0,2013,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2015,2015,,,EU-SILC,HUN_2015_EU-SILC,,2015,,,,1,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2014,4,,4i,1,,2014,,0,2014,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2016,2016,,,EU-SILC,HUN_2016_EU-SILC,,2016,,,,1,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2015,4,,4i,1,,2015,,0,2015,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,HUN,ECA,Hungary,2017,2017,,,EU-SILC,HUN_2017_EU-SILC,,2017,,,,1,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2016,4,,4i,1,,2016,,0,2016,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,Dec 26 2018
ECA,HUN,ECA,Hungary,2018,2018,,,EU-SILC,HUN_2018_EU-SILC,,2018,,,,1,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2017,4,,4i,1,,2017,,0,2017,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,Dec 10 2019
ECA,HUN,ECA,Hungary,2019,2019,,,EU-SILC,HUN_2019_EU-SILC,,2019,,,,0,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2018,4,,4i,1,,2018,,0,2018,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,Dec 07 2020
ECA,HUN,ECA,Hungary,2020,2020,,,EU-SILC,HUN_2020_EU-SILC,,2020,,,,0,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Hungarian Central Statistical Office,N,i,0,1,0,0,2019,4,,4i,1,,2019,x,0,2019,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,Nov 30 2021
ECA,IRL,OHI,Ireland,1987,1987,,,SIDPUSS-LIS,IRL_1987_SIDPUSS-LIS,,1987,,,,0,"Survey of Income Distribution, Poverty and Usage of State Services",The Economic and Social Research Institute,N,I,0,0,1,0,1987,0,,,1,,1987,,0,1987,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,IRL,OHI,Ireland,1994,1994,,,LIS-ECHP-LIS,IRL_1994_LIS-ECHP-LIS,,1994,,,,0,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute,N,I,0,0,1,0,1994,1,,,1,,1994,,0,1994,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,IRL,OHI,Ireland,1995,1995,,,LIS-ECHP-LIS,IRL_1995_LIS-ECHP-LIS,,1995,,,,0,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute,N,I,0,0,1,0,1995,1,,,1,,1995,,0,1995,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,IRL,OHI,Ireland,1996,1996,,,LIS-ECHP-LIS,IRL_1996_LIS-ECHP-LIS,,1996,,,,0,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute,N,I,0,0,1,0,1996,1,,,1,,1996,,0,1996,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,IRL,OHI,Ireland,2000,2000,,,LIS-ECHP-LIS,IRL_2000_LIS-ECHP-LIS,,2000,,,,0,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute,N,I,0,0,1,0,2000,1,,,1,,2000,,0,2000,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,IRL,OHI,Ireland,2002,2002,,,SILC-LIS,IRL_2002_SILC-LIS,,2002,,,,0,Survey on Income and Living Conditions (SILC),Central Statistics Office Ireland,N,I,0,0,1,0,2002,2,,,1,,2002,,0,2002,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Dec 15 2020
ECA,IRL,OHI,Ireland,2004,2004,,,EU-SILC,IRL_2004_EU-SILC,,2004,8365,,,1,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2003,3,,,1,,2003,,0,2003,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2005,2005,,,EU-SILC,IRL_2005_EU-SILC,,2005,6307,,,0,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2004,3,,,1,,2004,,0,2004,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2006,2006,,,EU-SILC,IRL_2006_EU-SILC,,2006,6308,,,0,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2005,3,,,1,,2005,,0,2005,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2007,2007,,,EU-SILC,IRL_2007_EU-SILC,,2007,6309,,,0,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2006,3,,,1,,2006,,0,2006,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2008,2008,,,EU-SILC,IRL_2008_EU-SILC,,2008,6310,,,1,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2007,3,,,1,,2007,,0,2007,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2009,2009,,,EU-SILC,IRL_2009_EU-SILC,,2009,6311,,,1,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2008,3,,,1,,2008,,0,2008,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2010,2010,,,EU-SILC,IRL_2010_EU-SILC,,2010,6312,,,1,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2009,3,,,1,,2009,,0,2009,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2011,2011,,,EU-SILC,IRL_2011_EU-SILC,,2011,6313,,,1,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2010,3,,,1,,2010,,0,2010,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2012,2012,,,EU-SILC,IRL_2012_EU-SILC,,2012,7045,,,1,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2011,3,,,1,,2011,,0,2011,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2013,2013,,,EU-SILC,IRL_2013_EU-SILC,,2013,8366,,,1,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2012,3,,,1,,2012,,0,2012,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2014,2014,,,EU-SILC,IRL_2014_EU-SILC,,2014,,,,1,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2013,3,,,1,,2013,,0,2013,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2015,2015,,,EU-SILC,IRL_2015_EU-SILC,,2015,,,,1,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2014,3,,,1,,2014,,0,2014,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2016,2016,,,EU-SILC,IRL_2016_EU-SILC,,2016,,,,1,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2015,3,,,1,,2015,,0,2015,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,IRL,OHI,Ireland,2017,2017,,,EU-SILC,IRL_2017_EU-SILC,,2017,,,,1,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2016,3,,,1,,2016,,0,2016,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,Dec 26 2018
ECA,IRL,OHI,Ireland,2018,2018,,,EU-SILC,IRL_2018_EU-SILC,,2018,,,,0,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2017,3,,,1,,2017,,0,2017,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,Dec 07 2020
ECA,IRL,OHI,Ireland,2019,2019,,,EU-SILC,IRL_2019_EU-SILC,,2019,,,,0,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Central Statistics Office Ireland,N,i,0,1,0,0,2018,3,,,1,,2018,x,0,2018,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,Nov 30 2021
ECA,ISL,OHI,Iceland,2004,2004,,,EU-SILC,ISL_2004_EU-SILC,,2004,8367,,,1,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2003,0,,,1,,2003,,0,2003,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2005,2005,,,EU-SILC,ISL_2005_EU-SILC,,2005,6314,,,0,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2004,0,,,1,,2004,,0,2004,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2006,2006,,,EU-SILC,ISL_2006_EU-SILC,,2006,6315,,,0,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2005,0,,,1,,2005,,0,2005,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2007,2007,,,EU-SILC,ISL_2007_EU-SILC,,2007,6316,,,0,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2006,0,,,1,,2006,,0,2006,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2008,2008,,,EU-SILC,ISL_2008_EU-SILC,,2008,6317,,,1,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2007,0,,,1,,2007,,0,2007,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2009,2009,,,EU-SILC,ISL_2009_EU-SILC,,2009,6318,,,1,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2008,0,,,1,,2008,,0,2008,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2010,2010,,,EU-SILC,ISL_2010_EU-SILC,,2010,6319,,,1,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2009,0,,,1,,2009,,0,2009,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2011,2011,,,EU-SILC,ISL_2011_EU-SILC,,2011,6320,,,1,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2010,0,,,1,,2010,,0,2010,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2012,2012,,,EU-SILC,ISL_2012_EU-SILC,,2012,6321,,,1,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2011,0,,,1,,2011,,0,2011,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2013,2013,,,EU-SILC,ISL_2013_EU-SILC,,2013,8368,,,1,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2012,0,,,1,,2012,,0,2012,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2014,2014,,,EU-SILC,ISL_2014_EU-SILC,,2014,,,,1,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2013,0,,,1,,2013,,0,2013,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2015,2015,,,EU-SILC,ISL_2015_EU-SILC,,2015,,,,1,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2014,0,,,1,,2014,,0,2014,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2016,2016,,,EU-SILC,ISL_2016_EU-SILC,,2016,,,,1,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2015,0,,,1,,2015,,0,2015,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ISL,OHI,Iceland,2017,2017,,,EU-SILC,ISL_2017_EU-SILC,,2017,,,,1,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2016,0,,,1,,2016,,0,2016,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,Dec 07 2020
ECA,ISL,OHI,Iceland,2018,2018,,,EU-SILC,ISL_2018_EU-SILC,,2018,,,,0,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Statistics Iceland,N,i,0,1,0,0,2017,0,,,1,,2017,,0,2017,,-8,2,,1,1,,0,1,1,,0,,0,,,,1,,,1,1,1,Dec 07 2020
ECA,ITA,OHI,Italy,1986,1986,,,SHIW-LIS,ITA_1986_SHIW-LIS,,1986,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1986,0,,,1,,1986,,0,1986,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,1987,1987,,,SHIW-LIS,ITA_1987_SHIW-LIS,,1987,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1987,0,,,1,,1987,,0,1987,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,1989,1989,,,SHIW-LIS,ITA_1989_SHIW-LIS,,1989,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1989,0,,,1,,1989,,0,1989,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,1991,1991,,,SHIW-LIS,ITA_1991_SHIW-LIS,,1991,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1991,0,,,1,,1991,,0,1991,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,1993,1993,,,SHIW-LIS,ITA_1993_SHIW-LIS,,1993,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1993,0,,,1,,1993,,0,1993,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,1995,1995,,,SHIW-LIS,ITA_1995_SHIW-LIS,,1995,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1995,0,,,1,,1995,,0,1995,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,1998,1998,,,SHIW-LIS,ITA_1998_SHIW-LIS,,1998,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,1998,0,,,1,,1998,,0,1998,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,2000,2000,,,SHIW-LIS,ITA_2000_SHIW-LIS,,2000,,,,0,Survey on Household Income and Wealth (SHIW),Bank of Italy,N,I,0,0,1,0,2000,0,,,1,,2000,,0,2000,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,povcalnet Jan 7 2020
ECA,ITA,OHI,Italy,2004,2004,,,EU-SILC,ITA_2004_EU-SILC,,2004,8369,,,1,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Italian National Institute of Statistics,N,i,0,1,0,0,2003,1,,,1,,2003,,0,2003,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ITA,OHI,Italy,2005,2005,,,EU-SILC,ITA_2005_EU-SILC,,2005,6322,,,0,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Italian National Institute of Statistics,N,i,0,1,0,0,2004,1,,,1,,2004,,0,2004,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
ECA,ITA,OHI,Italy,2006,2006,,,EU-SILC,ITA_2006_EU-SILC,,2006,6323,,,0,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Italian National Institute of Statistics,N,i,0,1,0,0,2005,1,,,1,,2005,,0,2005,,-8,2,,1,1,,2,1,1,,0,,0,,,,1,,,1,1,1,
